id chrom gene_start gene_end
ENSSSCG00000036755 6 84304395 84310733
ENSSSCG00000049032 6 84336444 84339591
ENSSSCG00000003569 6 84372649 84426997
ENSSSCG00000003570 6 84467735 84536584
ENSSSCG00000023636 6 84546917 84560623
ENSSSCG00000003572 6 84565363 84573205
ENSSSCG00000003573 6 84573329 84585392
ENSSSCG00000032866 6 84586785 84593330
ENSSSCG00000056742 6 84598321 84602930
ENSSSCG00000003576 6 84610107 84613202
ENSSSCG00000063208 6 84614928 84619648
ENSSSCG00000003577 6 84622800 84697429
ENSSSCG00000047361 6 84707006 84711609
ENSSSCG00000047147 6 84735253 84802456
ENSSSCG00000042438 6 84745949 84748032
ENSSSCG00000003578 6 84809542 84830361
ENSSSCG00000034570 6 84852793 84857982
ENSSSCG00000027894 6 84880035 84910381
ENSSSCG00000024927 6 84918678 84960720
ENSSSCG00000021634 6 84966791 84990663
ENSSSCG00000023906 6 84970861 84971024
ENSSSCG00000062637 6 84989691 84989864
ENSSSCG00000003584 6 85011035 85027902
ENSSSCG00000003583 6 85031582 85045915
ENSSSCG00000003582 6 85060317 85084480
ENSSSCG00000030623 6 85085066 85160234
ENSSSCG00000003580 6 85095409 85185799
ENSSSCG00000031788 6 85235394 85261760
ENSSSCG00000033799 6 85260043 85260206
ENSSSCG00000038907 6 85278151 85307607
ENSSSCG00000027072 6 85307189 85309215
ENSSSCG00000029438 6 85324228 85348032
ENSSSCG00000053664 6 85352219 85355380
ENSSSCG00000044404 6 85384080 85392291
ENSSSCG00000028973 6 85412134 85528715
ENSSSCG00000057394 6 85533579 85536150
ENSSSCG00000058519 6 85534254 85534457
ENSSSCG00000041401 6 85535172 85539048
ENSSSCG00000061387 6 85535474 85535677
ENSSSCG00000029097 6 85546024 85565866
ENSSSCG00000030284 6 85567462 85592647
ENSSSCG00000027280 6 85593936 85594009
ENSSSCG00000030477 6 85594569 85594701
ENSSSCG00000023086 6 85595704 85595834
ENSSSCG00000028807 6 85596286 85596420
ENSSSCG00000046793 6 85596981 85597846
ENSSSCG00000030432 6 85603084 85606059
ENSSSCG00000027530 6 85618691 85643075
ENSSSCG00000024742 6 85649448 85649581
ENSSSCG00000038872 6 85657542 85702058
ENSSSCG00000027686 6 85716759 85747375
ENSSSCG00000047080 6 85785276 85830877
ENSSSCG00000041817 6 85831755 85836892
ENSSSCG00000055509 6 85848305 85852763
ENSSSCG00000003586 6 85865277 86029508
ENSSSCG00000059283 6 85943995 85944165
ENSSSCG00000058017 6 86028940 86033348
ENSSSCG00000051929 6 86064789 86092843
ENSSSCG00000003589 6 86094423 86131682
ENSSSCG00000052298 6 86130111 86130217
ENSSSCG00000003590 6 86137737 86228145
ENSSSCG00000049560 6 86304429 86305250
ENSSSCG00000062772 6 86920857 86926680
ENSSSCG00000045013 6 86936258 86941174
ENSSSCG00000022554 6 87341472 87351501
ENSSSCG00000025034 6 87363911 87390347
ENSSSCG00000003592 6 87495045 87507235
ENSSSCG00000003591 6 87547320 87687442
ENSSSCG00000053908 6 87551679 87551763
ENSSSCG00000060389 6 87565016 87565100
ENSSSCG00000018953 6 87589755 87589831
ENSSSCG00000020234 6 87604797 87604904
ENSSSCG00000048302 6 87763642 87767068
ENSSSCG00000032193 6 87772925 87825609
ENSSSCG00000003596 6 87839337 87879570
ENSSSCG00000031639 6 87879830 87942014
ENSSSCG00000036883 6 87942790 87951610
ENSSSCG00000023585 6 87992827 88017130
ENSSSCG00000051787 6 88020954 88026160
ENSSSCG00000003599 6 88047138 88061909
ENSSSCG00000003600 6 88095672 88112761
ENSSSCG00000003601 6 88139498 88154848
ENSSSCG00000034810 6 88152235 88170251
ENSSSCG00000003603 6 88177816 88242747
ENSSSCG00000003604 6 88256146 88293330
ENSSSCG00000003606 6 88323080 88349963
ENSSSCG00000054885 6 88361883 88367491
ENSSSCG00000058428 6 88370297 88373339
ENSSSCG00000039885 6 88419453 88447832
ENSSSCG00000023122 6 88530385 88572463
ENSSSCG00000032563 6 88585291 88606906
ENSSSCG00000034017 6 88611471 88656279
ENSSSCG00000003617 6 88660083 88672333
ENSSSCG00000031514 6 88678194 88682819
ENSSSCG00000003610 6 88683119 88685796
ENSSSCG00000022014 6 88686268 88691866
ENSSSCG00000037312 6 88691871 88695894
ENSSSCG00000003612 6 88695926 88708678
ENSSSCG00000037566 6 88704562 88712853
ENSSSCG00000003616 6 88715794 88717269
ENSSSCG00000003608 6 88719881 88745914
ENSSSCG00000003613 6 88749634 88785411
ENSSSCG00000031380 6 88785403 88787771
ENSSSCG00000026392 6 88808635 88839150
ENSSSCG00000023968 6 88809824 88812560
ENSSSCG00000022120 6 88856238 88878113
ENSSSCG00000021457 6 88922795 88960598
ENSSSCG00000029799 6 88970977 88987004
ENSSSCG00000032543 6 88972837 88973667
ENSSSCG00000028423 6 88987099 89006811
ENSSSCG00000021232 6 89006819 89026710
ENSSSCG00000037621 6 89058808 89087839
ENSSSCG00000030369 6 89088544 89119592
ENSSSCG00000022801 6 89122469 89160045
ENSSSCG00000025834 6 89163378 89171795
ENSSSCG00000032664 6 89188133 89197045
ENSSSCG00000026455 6 89196566 89203900
ENSSSCG00000025206 6 89220724 89250388
ENSSSCG00000058991 6 89258868 89261912
ENSSSCG00000032067 6 89291617 89318040
ENSSSCG00000003619 6 89345862 89385319
ENSSSCG00000003620 6 89406478 89442746
ENSSSCG00000032078 6 89513851 89554930
ENSSSCG00000032224 6 89558423 89571956
ENSSSCG00000025344 6 89574035 89685272
ENSSSCG00000003621 6 89732654 89754719
ENSSSCG00000063112 6 89783350 89785602
ENSSSCG00000003622 6 89878058 89982415
ENSSSCG00000055279 6 90028438 90033950
ENSSSCG00000059050 6 90048846 90080580
ENSSSCG00000052087 6 90060309 90070213
ENSSSCG00000047402 6 90106504 90107739
ENSSSCG00000049113 6 90116074 90361115
ENSSSCG00000021247 6 90135806 90136396
ENSSSCG00000003623 6 90440734 90483003
ENSSSCG00000003585 6 91002163 91002984
ENSSSCG00000035068 6 91007200 91008000
ENSSSCG00000038677 6 91031849 91037542
ENSSSCG00000039983 6 91045394 91048162
ENSSSCG00000051695 6 91060550 91063870
ENSSSCG00000042350 6 91079774 91094351
ENSSSCG00000053136 6 91109698 91109976
ENSSSCG00000040173 6 91120412 91160214
ENSSSCG00000056786 6 91175391 91182044
ENSSSCG00000051533 6 91229808 91231447
ENSSSCG00000032660 6 91234815 91237971
ENSSSCG00000034618 6 91238921 91293272
ENSSSCG00000050214 6 91260325 91261724
ENSSSCG00000034292 6 91312216 91349312
ENSSSCG00000032016 6 91357758 91359844
ENSSSCG00000045471 6 91359899 91362937
ENSSSCG00000044383 6 91363792 91366635
ENSSSCG00000050425 6 91381058 91386846
ENSSSCG00000035690 6 91391555 91408219
ENSSSCG00000003627 6 91455789 91623810
ENSSSCG00000037121 6 91630666 91747554
ENSSSCG00000062913 6 91716801 91717013
ENSSSCG00000031786 6 91747892 91756808
ENSSSCG00000040097 6 91764072 91784421
ENSSSCG00000035914 6 91783058 91829908
ENSSSCG00000037699 6 91833831 91835235
ENSSSCG00000037600 6 91885880 91890492
ENSSSCG00000003628 6 91906320 91967901
ENSSSCG00000018512 6 91955895 91956018
ENSSSCG00000003630 6 91984303 92215149
ENSSSCG00000055207 6 92133938 92134159
ENSSSCG00000059980 6 92219172 92225802
ENSSSCG00000054873 6 92220679 92225794
ENSSSCG00000003632 6 92230942 92233693
ENSSSCG00000003633 6 92233586 92237900
ENSSSCG00000003634 6 92237980 92244514
ENSSSCG00000033641 6 92247171 92271529
ENSSSCG00000037213 6 92283146 92293717
ENSSSCG00000003637 6 92297987 92325584
ENSSSCG00000044284 6 92327612 92330292
ENSSSCG00000019537 6 92342292 92342494
ENSSSCG00000056895 6 92352619 92355331
ENSSSCG00000029954 6 92355667 92412330
ENSSSCG00000028892 6 92412692 92428365
ENSSSCG00000033892 6 92430469 92432133
ENSSSCG00000036832 6 92441233 92484336
ENSSSCG00000038916 6 92489927 92493665
ENSSSCG00000036709 6 92501132 92537508
ENSSSCG00000034647 6 92541507 92547830
ENSSSCG00000025795 6 92550161 92565477
ENSSSCG00000059310 6 92685412 92690519
ENSSSCG00000003640 6 92880303 93128569
ENSSSCG00000046568 6 92948684 92948763
ENSSSCG00000035323 6 93153306 93153368
ENSSSCG00000048434 6 93527530 93541224
ENSSSCG00000049192 6 93535653 93541218
ENSSSCG00000037815 6 93541334 93551193
ENSSSCG00000034611 6 93559101 93589001
ENSSSCG00000029991 6 93597059 93612150
ENSSSCG00000058884 6 93612941 93621484
ENSSSCG00000031631 6 93619456 93645959
ENSSSCG00000032240 6 93665121 93685197
ENSSSCG00000039905 6 93741093 93750555
ENSSSCG00000032909 6 93750689 93764836
ENSSSCG00000038675 6 93765128 93803894
ENSSSCG00000032960 6 93821535 93829456
ENSSSCG00000040425 6 93829321 93833842
ENSSSCG00000038888 6 93833760 93834916
ENSSSCG00000037516 6 93839205 93884409
ENSSSCG00000003642 6 93885465 93944342
ENSSSCG00000003643 6 93951601 93976329
ENSSSCG00000003644 6 93980635 93988573
ENSSSCG00000003645 6 93993593 94006898
ENSSSCG00000003646 6 94026675 94028030
ENSSSCG00000003648 6 94785910 94802988
ENSSSCG00000051819 6 94805640 94814337
ENSSSCG00000003650 6 94815600 94817147
ENSSSCG00000003651 6 94821775 94864052
ENSSSCG00000003652 6 94891363 94905662
ENSSSCG00000003653 6 94913076 94919452
ENSSSCG00000062183 6 94930415 94930521
ENSSSCG00000003654 6 94960364 95318281
ENSSSCG00000050377 6 95073610 95077568
ENSSSCG00000034367 6 95247998 95260089
ENSSSCG00000036451 6 95312977 95313295
ENSSSCG00000032082 6 95322453 95366673
ENSSSCG00000003666 6 95350382 95351180
ENSSSCG00000029705 6 95367527 95375543
ENSSSCG00000003660 6 95382302 95399080
ENSSSCG00000025504 6 95389347 95389481
ENSSSCG00000023285 6 95439460 95439565
ENSSSCG00000038956 6 95442661 95459575
ENSSSCG00000003662 6 95473266 95497000
ENSSSCG00000023460 6 95502684 95515871
ENSSSCG00000003664 6 95548652 95579964
ENSSSCG00000037514 6 95566555 95599254
ENSSSCG00000003659 6 95579205 95580676
ENSSSCG00000003667 6 95626825 95683805
ENSSSCG00000039761 6 95701460 95702530
ENSSSCG00000003669 6 95738969 95753245
ENSSSCG00000003672 6 95812179 95840570
ENSSSCG00000036673 6 95840908 95860858
ENSSSCG00000003670 6 95900086 95994043
ENSSSCG00000036395 6 96000665 96003978
ENSSSCG00000027902 6 96008455 96062951
ENSSSCG00000023322 6 96065282 96081045
ENSSSCG00000039227 6 96265764 96266657
ENSSSCG00000028411 6 96322422 96323339
ENSSSCG00000025855 6 96338288 96360169
ENSSSCG00000058331 6 96384758 96393999
ENSSSCG00000030438 6 96396043 96401089
ENSSSCG00000027417 6 96401654 96577643
ENSSSCG00000059665 6 96611564 96667705
ENSSSCG00000003673 6 96710701 96733795
ENSSSCG00000047925 6 96760964 96765860
ENSSSCG00000021738 6 96770253 96847125
ENSSSCG00000031730 6 96878141 96893474
ENSSSCG00000027007 6 96893571 96912389
ENSSSCG00000039769 6 96934227 97114587
ENSSSCG00000036781 6 97146206 97172533
ENSSSCG00000022947 6 97200922 97235366
ENSSSCG00000038992 6 97229868 97240662
ENSSSCG00000053480 6 97241525 97248941
ENSSSCG00000060225 6 97253074 97267405
ENSSSCG00000024162 6 97280010 97309745
ENSSSCG00000028126 6 97324727 97344736
ENSSSCG00000022163 6 97342474 97429364
ENSSSCG00000034765 6 97643978 97944456
ENSSSCG00000038533 6 97961313 97974636
ENSSSCG00000059071 6 97982003 97988182
ENSSSCG00000039797 6 97992233 98026766
ENSSSCG00000049031 6 98136421 98141543
ENSSSCG00000038465 6 98210053 98254226
ENSSSCG00000062616 6 98271209 98273972
ENSSSCG00000037264 6 98278647 98385795
ENSSSCG00000052888 6 98437947 98442705
ENSSSCG00000051754 6 98451670 98458421
ENSSSCG00000003679 6 98462855 98544477
ENSSSCG00000003680 6 98550933 98598206
ENSSSCG00000039663 6 98625505 98678258
ENSSSCG00000019966 6 98652879 98652982
ENSSSCG00000003682 6 98697174 98815336
ENSSSCG00000038826 6 98815885 98852524
ENSSSCG00000003684 6 99062354 99178468
ENSSSCG00000038026 6 99216228 99244868
ENSSSCG00000058692 6 99323398 99328337
ENSSSCG00000028805 6 99350303 100092883
ENSSSCG00000019153 6 100005715 100005823
ENSSSCG00000048215 6 100093453 100098546
ENSSSCG00000063543 6 100264241 100271172
ENSSSCG00000031587 6 100275793 100288065
ENSSSCG00000023672 6 100289821 100291683
ENSSSCG00000034767 6 100332956 100468454
ENSSSCG00000021612 6 100494652 100655708
ENSSSCG00000045748 6 100837247 100854112
ENSSSCG00000057511 6 101156325 101163609
ENSSSCG00000062112 6 101178714 101182246
ENSSSCG00000039627 6 101214902 101216782
ENSSSCG00000054462 6 101290436 101294483
ENSSSCG00000053263 6 101291142 101291519
ENSSSCG00000052006 6 101334023 101339664
ENSSSCG00000003687 6 101420396 101671169
ENSSSCG00000041263 6 101676401 101683660
ENSSSCG00000061020 6 101679081 101683546
ENSSSCG00000048860 6 101690831 101693613
ENSSSCG00000036800 6 101701561 101702322
ENSSSCG00000033032 6 101758014 101764531
ENSSSCG00000044910 6 101793448 101797507
ENSSSCG00000056207 6 101816967 101873206
ENSSSCG00000062184 6 101961906 101966781
ENSSSCG00000059986 6 102041031 102045554
ENSSSCG00000055561 6 102048204 102053587
ENSSSCG00000060963 6 102175157 102180012
ENSSSCG00000060474 6 102444457 102448527
ENSSSCG00000052205 6 102453956 102459888
ENSSSCG00000059053 6 102486473 102491075
ENSSSCG00000052093 6 102525315 102528384
ENSSSCG00000054036 6 102529012 102535559
ENSSSCG00000063530 6 102548755 102552262
ENSSSCG00000055177 6 102561743 102563139
ENSSSCG00000058533 6 102577947 102584673
ENSSSCG00000055690 6 102596817 102601728
ENSSSCG00000003690 6 102642677 103199837
ENSSSCG00000024174 6 103226402 103234610
ENSSSCG00000058470 6 103388504 103397740
ENSSSCG00000003691 6 103409717 103420286
ENSSSCG00000003693 6 103451343 103597297
ENSSSCG00000038494 6 103687743 103728148
ENSSSCG00000003694 6 103730626 103786927
ENSSSCG00000055249 6 103794837 103800152
ENSSSCG00000029030 6 103808066 103965335
ENSSSCG00000003697 6 103999034 104055760
ENSSSCG00000020224 6 104000088 104000176
ENSSSCG00000020888 6 104038122 104038854
ENSSSCG00000034816 6 104055814 104078381
ENSSSCG00000054338 6 104187469 104192996
ENSSSCG00000058074 6 104196501 104199945
ENSSSCG00000059038 6 104252351 104256521
ENSSSCG00000059434 6 104274334 104277967
ENSSSCG00000061223 6 104292055 104297016
ENSSSCG00000058615 6 104332332 104340136
ENSSSCG00000055334 6 104396477 104402983
ENSSSCG00000057124 6 104548747 104555226
ENSSSCG00000041452 6 104577380 104584472
ENSSSCG00000060912 6 104629378 104633460
ENSSSCG00000057302 6 104768938 104775003
ENSSSCG00000055149 6 104834946 104838806
ENSSSCG00000059799 6 104883975 104884081
ENSSSCG00000018323 6 105201146 105201334
ENSSSCG00000035186 6 105414631 105422294
ENSSSCG00000040699 6 105450070 105451419
ENSSSCG00000031942 6 105505479 105600687
ENSSSCG00000027169 6 105613215 105645113
ENSSSCG00000054247 6 105634666 105634772
ENSSSCG00000040678 6 105642381 105660578
ENSSSCG00000039398 6 105667366 105788665
ENSSSCG00000028017 6 105708463 105708568
ENSSSCG00000028613 6 105740550 105741465
ENSSSCG00000040397 6 105808221 106007730
ENSSSCG00000053441 6 106029409 106033502
ENSSSCG00000025653 6 106040042 106088021
ENSSSCG00000022559 6 106087924 106139379
ENSSSCG00000021893 6 106163989 106314944
ENSSSCG00000026051 6 106332197 106333187
ENSSSCG00000058549 6 106335247 106335660
ENSSSCG00000055837 6 106403333 106408400
ENSSSCG00000003699 6 106419943 106691625
ENSSSCG00000003700 6 106697988 106752135
ENSSSCG00000054355 6 106764784 106782607
ENSSSCG00000003701 6 106798265 106813816
ENSSSCG00000028010 6 106851627 106917531
ENSSSCG00000018312 6 106859293 106859400
ENSSSCG00000025478 6 106917718 107040079
ENSSSCG00000026111 6 106998896 106998982
ENSSSCG00000029537 6 107002166 107002250
ENSSSCG00000042186 6 107075480 107079953
ENSSSCG00000052999 6 107244732 107251759
ENSSSCG00000058699 6 107274245 107278070
ENSSSCG00000039279 6 107279316 107282632
ENSSSCG00000003702 6 107282849 107314626
ENSSSCG00000003703 6 107462230 107462652
ENSSSCG00000056131 6 107546632 107553150
ENSSSCG00000031330 6 107642708 107643099
ENSSSCG00000062425 6 107703281 107706606
ENSSSCG00000062404 6 107761226 107766257
ENSSSCG00000003704 6 107858786 107859088
ENSSSCG00000024419 6 107924002 108022669
ENSSSCG00000059075 6 108100791 108104031
ENSSSCG00000003705 6 108116444 108227744
ENSSSCG00000040452 6 108232864 108329730
ENSSSCG00000029518 6 108339013 108363868
ENSSSCG00000026851 6 108376777 108403169
ENSSSCG00000003707 6 108402879 108450990
ENSSSCG00000003708 6 108459489 108517232
ENSSSCG00000003709 6 108548715 108805690
ENSSSCG00000003710 6 108860324 108968678
ENSSSCG00000003711 6 108969948 108997297
ENSSSCG00000003712 6 108997735 109221010
ENSSSCG00000060809 6 109202841 109202947
ENSSSCG00000063318 6 109231025 109235553
ENSSSCG00000003713 6 109235585 109272793
ENSSSCG00000059661 6 109303820 109319479
ENSSSCG00000063049 6 109545492 109550483
ENSSSCG00000055474 6 109562446 109567943
ENSSSCG00000003715 6 109833614 110124798
ENSSSCG00000063427 6 110155273 110161816
ENSSSCG00000062727 6 110366639 110373656
ENSSSCG00000052031 6 110421848 110427157
ENSSSCG00000057338 6 110461685 110466528
ENSSSCG00000003716 6 110710569 110790379
ENSSSCG00000003717 6 110799283 110837255
ENSSSCG00000045029 6 110818325 110818500
ENSSSCG00000003718 6 110855636 110971994
ENSSSCG00000059829 6 111018067 111023406
ENSSSCG00000003719 6 111048202 111148703
ENSSSCG00000059164 6 111149751 111153293
ENSSSCG00000052604 6 111223827 111229005
ENSSSCG00000046533 6 111235110 111265862
ENSSSCG00000061859 6 111266672 111269760
ENSSSCG00000053006 6 111272836 111278959
ENSSSCG00000035965 6 111407639 111422109
ENSSSCG00000054474 6 111437651 111442995
ENSSSCG00000054929 6 111457811 111463155
ENSSSCG00000003721 6 111465126 111719888
ENSSSCG00000045209 6 111773746 111777969
ENSSSCG00000055283 6 111897106 111900165
ENSSSCG00000061601 6 111990742 111996393
ENSSSCG00000054164 6 112154214 112159330
ENSSSCG00000056127 6 112233204 112238405
ENSSSCG00000003722 6 112396721 112628432
ENSSSCG00000051156 6 112629567 112650567
ENSSSCG00000057132 6 112646558 112652770
ENSSSCG00000055541 6 112874383 112879497
ENSSSCG00000019533 6 113332743 113332849
ENSSSCG00000054821 6 113417111 113421867
ENSSSCG00000045075 6 113581769 113582386
ENSSSCG00000043812 6 113795938 113807475
ENSSSCG00000042553 6 114156574 114156990
ENSSSCG00000042793 6 114512790 114519104
ENSSSCG00000057415 6 114916767 114963609
ENSSSCG00000024800 6 114980601 115021305
ENSSSCG00000003726 6 115039722 115076097
ENSSSCG00000058518 6 115175654 115181223
ENSSSCG00000058391 6 115218828 115224349
ENSSSCG00000020694 6 115237677 115276645
ENSSSCG00000020740 6 115289859 115325854
ENSSSCG00000027160 6 115351925 115383743
ENSSSCG00000054108 6 115392347 115396738
ENSSSCG00000022739 6 115400243 115454340
ENSSSCG00000023686 6 115496326 115503977
ENSSSCG00000061487 6 115506569 115511166
ENSSSCG00000025005 6 115524636 115593270
ENSSSCG00000055406 6 115607631 115610902
ENSSSCG00000003728 6 115693119 115786648
ENSSSCG00000003729 6 115857721 115903677
ENSSSCG00000003730 6 115926774 115978724
ENSSSCG00000019726 6 115982239 115982344
ENSSSCG00000003732 6 116015021 116049791
ENSSSCG00000003731 6 116100372 116325133
ENSSSCG00000050585 6 116113899 116124396
ENSSSCG00000046654 6 116304240 116304350
ENSSSCG00000003733 6 116510851 116611631
ENSSSCG00000038703 6 116764203 117202212
ENSSSCG00000060614 6 117220878 117227491
ENSSSCG00000003736 6 117334259 117518026
ENSSSCG00000052649 6 117617021 117621851
ENSSSCG00000055978 6 117623450 117628071
ENSSSCG00000003737 6 117631227 118087992
ENSSSCG00000028047 6 118333733 118753512
ENSSSCG00000053348 6 118879018 118881170
ENSSSCG00000003738 6 118943422 118987169
ENSSSCG00000039052 6 119076714 119086759
ENSSSCG00000003740 6 119088184 119116270
ENSSSCG00000003741 6 119104768 119132588
ENSSSCG00000023276 6 119160530 119167187
ENSSSCG00000030018 6 119187106 119193296
ENSSSCG00000053628 6 119230666 119236978
ENSSSCG00000038859 6 119262227 119285779
ENSSSCG00000061430 6 119303830 119306327
ENSSSCG00000003743 6 119310421 119493883
ENSSSCG00000030002 6 119735712 119745317
ENSSSCG00000027700 6 119762812 119834012
ENSSSCG00000061126 6 119824993 119825099
ENSSSCG00000027455 6 119861846 119885378
ENSSSCG00000020898 6 119885463 119932123
ENSSSCG00000054530 6 119933191 119938631
ENSSSCG00000003744 6 119945052 120018097
ENSSSCG00000027935 6 120036845 120586816
ENSSSCG00000003746 6 120472260 120473140
ENSSSCG00000062355 6 120586871 120588176
ENSSSCG00000026953 6 120590031 120670286
ENSSSCG00000034886 6 120666564 120666670
ENSSSCG00000003747 6 120670342 121035931
ENSSSCG00000047288 6 120810363 120816801
ENSSSCG00000045019 6 120858040 120861059
ENSSSCG00000059290 6 121041707 121044850
ENSSSCG00000003748 6 121066772 121381028
ENSSSCG00000055094 6 121381446 121386976
ENSSSCG00000055429 6 125781454 125788356
ENSSSCG00000003749 6 125890712 126043157
ENSSSCG00000037233 6 126083480 126083698
ENSSSCG00000057422 6 126730283 126735604
ENSSSCG00000060197 6 127222350 127226134
ENSSSCG00000037079 6 127382263 127392164
ENSSSCG00000055983 6 127848641 127853539
ENSSSCG00000005780 6 127866238 127891916
ENSSSCG00000023171 6 127894111 127952225
ENSSSCG00000005778 6 127960266 127973191
ENSSSCG00000005777 6 127974543 127991177
ENSSSCG00000038475 6 128005512 128029472
ENSSSCG00000038632 6 128030715 128113288
ENSSSCG00000063496 6 128130009 128133332
ENSSSCG00000055757 6 128158398 128161601
ENSSSCG00000023376 6 128162600 128250663
ENSSSCG00000063050 6 128369744 128376322
ENSSSCG00000060282 6 128503682 128508615
ENSSSCG00000003753 6 128637488 128643120
ENSSSCG00000003754 6 128704961 128722878
ENSSSCG00000041327 6 128753174 128757615
ENSSSCG00000058037 6 128753205 128758842
ENSSSCG00000003755 6 128776430 128836951
ENSSSCG00000003756 6 128860210 128937763
ENSSSCG00000003757 6 129055523 129114217
ENSSSCG00000044786 6 129069364 129072551
ENSSSCG00000003758 6 129173444 129207863
ENSSSCG00000029882 6 129205499 129247246
ENSSSCG00000053185 6 129247405 129250957
ENSSSCG00000022145 6 129256042 129271043
ENSSSCG00000026532 6 129329867 129340980
ENSSSCG00000022206 6 129343592 129375724
ENSSSCG00000026005 6 129395698 129440039
ENSSSCG00000044862 6 129401593 129402182
ENSSSCG00000040920 6 129520376 129635733
ENSSSCG00000051341 6 129690754 129692043
ENSSSCG00000003760 6 129708374 129867887
ENSSSCG00000046184 6 129722469 129727324
ENSSSCG00000053169 6 129920577 129925582
ENSSSCG00000057913 6 130153377 130153483
ENSSSCG00000003761 6 131727084 132113933
ENSSSCG00000051159 6 131753481 131754096
ENSSSCG00000053778 6 132205023 132365974
ENSSSCG00000059804 6 132294639 132295974
ENSSSCG00000060648 6 132358598 132369616
ENSSSCG00000056568 6 132584007 132588664
ENSSSCG00000054349 6 132655855 132658751
ENSSSCG00000060754 6 132811114 132817561
ENSSSCG00000052430 6 132833068 132839607
ENSSSCG00000050555 6 132913309 132913444
ENSSSCG00000062290 6 132968389 132974562
ENSSSCG00000054696 6 133386063 133389081
ENSSSCG00000027421 6 133596824 133598119
ENSSSCG00000062473 6 133600851 133605905
ENSSSCG00000043601 6 133950129 133956454
ENSSSCG00000034573 6 134201028 134201163
ENSSSCG00000003762 6 134362901 134462694
ENSSSCG00000020200 6 134629317 134629420
ENSSSCG00000003763 6 134633615 134650203
ENSSSCG00000027660 6 134659639 134679331
ENSSSCG00000039548 6 134727343 134777072
ENSSSCG00000035582 6 135077638 135217785
ENSSSCG00000055126 6 135183653 135183759
ENSSSCG00000050806 6 135217534 135218124
ENSSSCG00000003766 6 135243937 135281370
ENSSSCG00000018423 6 135267208 135267307
ENSSSCG00000003771 6 135281521 135318714
ENSSSCG00000003768 6 135318754 135382882
ENSSSCG00000003770 6 135423423 135512701
ENSSSCG00000035986 6 135446310 135447591
ENSSSCG00000020088 6 135472965 135473068
ENSSSCG00000040220 6 135524395 135589730
ENSSSCG00000003772 6 135606192 135741487
ENSSSCG00000041535 6 135677649 135680363
ENSSSCG00000062605 6 135707435 135707541
ENSSSCG00000003773 6 135745881 136020541
ENSSSCG00000038329 6 136057985 136180637
ENSSSCG00000033425 6 136204374 136390995
ENSSSCG00000058761 6 136505977 136512378
ENSSSCG00000056965 6 136610453 136617190
ENSSSCG00000054405 6 136621804 136625950
ENSSSCG00000024494 6 136633441 137201252
ENSSSCG00000024120 6 137263587 137263683
ENSSSCG00000031522 6 137383193 137400783
ENSSSCG00000003775 6 137410691 137534233
ENSSSCG00000025333 6 137453526 137453660
ENSSSCG00000046691 6 137483764 137488593
ENSSSCG00000019699 6 137531683 137531753
ENSSSCG00000019290 6 137532264 137532346
ENSSSCG00000019181 6 137532913 137532991
ENSSSCG00000003776 6 137541381 137595108
ENSSSCG00000059166 6 137596556 137599381
ENSSSCG00000060188 6 137671434 137681750
ENSSSCG00000003777 6 137682312 138009865
ENSSSCG00000020641 6 137686291 137686396
ENSSSCG00000003778 6 138074855 138099810
ENSSSCG00000053798 6 138152268 138157471
ENSSSCG00000058640 6 138194905 138201923
ENSSSCG00000003779 6 138418658 138435300
ENSSSCG00000003780 6 138435392 138460975
ENSSSCG00000003781 6 138552874 138600314
ENSSSCG00000040109 6 138634274 138914115
ENSSSCG00000033405 6 138642013 138714551
ENSSSCG00000003783 6 138940486 138950356
ENSSSCG00000053847 6 138950391 138954721
ENSSSCG00000003784 6 138964509 139151925
ENSSSCG00000058423 6 139286716 139290305
ENSSSCG00000051303 6 139517216 139523970
ENSSSCG00000057820 6 139564220 139570444
ENSSSCG00000050694 6 139742972 139766455
ENSSSCG00000058129 6 140360729 140365562
ENSSSCG00000061586 6 140581009 140584474
ENSSSCG00000052583 6 140660113 140665105
ENSSSCG00000058959 6 140728954 140732236
ENSSSCG00000025085 6 140780723 141647820
ENSSSCG00000049727 6 141667307 141676163
ENSSSCG00000003787 6 141927495 141947764
ENSSSCG00000019065 6 141943328 141943409
ENSSSCG00000003788 6 141958955 142161286
ENSSSCG00000050303 6 142256909 142371170
ENSSSCG00000003789 6 142454914 142486367
ENSSSCG00000057374 6 142467083 142467340
ENSSSCG00000003790 6 142516426 142616328
ENSSSCG00000003791 6 142621924 142642073
ENSSSCG00000042826 6 142660060 142668076
ENSSSCG00000003792 6 142668213 142715693
ENSSSCG00000057049 6 142715713 142722464
ENSSSCG00000059969 6 142715740 142722560
ENSSSCG00000062295 6 142728803 142734811
ENSSSCG00000003793 6 142735890 143274231
ENSSSCG00000042518 6 143044766 143047777
ENSSSCG00000056360 6 143333401 143338320
ENSSSCG00000045248 6 143409981 143606527
ENSSSCG00000044202 6 143443376 143448710
ENSSSCG00000058406 6 144124724 144127957
ENSSSCG00000033443 6 144157588 144185963
ENSSSCG00000045860 6 144186296 144194725
ENSSSCG00000052789 6 144187882 144194277
ENSSSCG00000003794 6 144206078 144229467
ENSSSCG00000062131 6 144322245 144323870
ENSSSCG00000061617 6 144338166 144341086
ENSSSCG00000003795 6 144399926 144555880
